Textkey,-,string,string,string,string,string,string,string,string,string,string,string,string,_
FIRE_WARNING_TITLE,FIRE WARNING,Fire warning,Aviso de fuego,NOT_TRANSLATED,Опасность возгораний,Brandwarnung,Alerte incendie,火灾风险预警,火災警告,Alerta de incêndio,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
FIRE_WARNING_DESC,FIRE WARNING,Do you wish to start the religious holiday anyway? Plebeians will not work on extinguishing active fires during these celebrations. ,¿Deseas iniciar la festividad religiosa de todos modos? Los plebeyos no trabajarán en la extinción de los incendios activos durante estas celebraciones. ,NOT_TRANSLATED,Вы всё равно хотите начать религиозное мероприятие? Во время этих празднеств плебеи не станут заниматься пожаротушением.,Möchtest du den religiösen Feiertag trotzdem beginnen? Die Plebejer werden während dieser Feierlichkeiten nicht mit dem Löschen von aktiven Bränden beschäftigt sein. ,Souhaitez-vous tout de même commencer la fête religieuse ? Les plébéiens ne refuseront d’éteindre le moindre feu pendant ces festivités. ,在庆祝活动期间，平民将不会参与灭火工作。您仍然希望开始庆祝宗教节日吗？,とにかく宗教的な祝日を開始したいですか？平民は、このような祝祭の間は、積極的な消火活動は行いません。 ,Você deseja mesmo iniciar o feriado religioso? Os plebeus não trabalharão na extinção de incêndios ativos durante essas celebrações.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
DEPLOY_ALL_UNITS_TOOLTIP,Info before start battle,You have to deploy all your troops before going to battle,Debes desplegar todas tus tropas antes de poder ir a batalla,NOT_TRANSLATED,Перед началом битвы вы должны выставить всех солдат,"Du musst alle deine Truppen aufstellen, bevor du in die Schlacht ziehst.",Vous devez déployer toutes vos troupes avant de partir au combat.,您必须在战斗开始前部署所有部队,戦闘に向かう前に、すべての部隊を配置する必要があります,Você tem que implantar todas as suas tropas antes de ir para a batalha,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
AUTOSAVE_TITLE,Info about auto feature,Autosave,Autosalvado,NOT_TRANSLATED,Автосохранение,Automatisches Speichern,Sauvegarde automatique,自动保存,オートセーブ,Salvamento automático,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MARTE_BUILDINGS,God effect will act on the refered buildings,"This blessing works on centurion, infantry, archer, cavalry or explorer training buildings.","Esta bendición actúa sobre edificios de entrenamiento de centurión, infantería, arquero, caballería o explorador.",NOT_TRANSLATED,"Это благословение действует на здания, обучающие центурионов, пехоту, лучников, всадников или разведчиков.","Dieser Segen gilt für die Ausbildungsgebäude von Zenturio, Infanterie, Bogenschütze, Kavallerie und Entdecker.","Cette bénédiction fonctionne sur les bâtiments d'entraînement des centurions, de l'infanterie, des archers, de la cavalerie et des explorateurs.",该祝福作用于百夫长、步兵、弓箭手、骑兵或探子的训练建筑。,この祝福は、百人隊長、歩兵隊、弓兵、騎兵隊、探検隊員の訓練棟に効果があります。,"Esta bênção funciona em edifícios de treinamento de centuriões, infantaria, arqueiros, cavalaria ou exploradores.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
PLUTON_BUILDINGS,God effect will act on the refered buildings,This blessing works on the wineries.,Esta bendición actúa sobre las fábricas de vino.,NOT_TRANSLATED,Это благословение действует на винодельни.,Dieser Segen wirkt auf die Weingüter.,Cette bénédiction s'applique aux exploitations viticoles.,该祝福作用于酿酒厂。,この祝福はワイナリーに効果があります。,Esta bênção funciona nas vinícolas.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CERES_BUILDINGS,God effect will act on the refered buildings,This blessing works on any orchard or farm.,Esta bendición actúa sobre huertos o granjas.,NOT_TRANSLATED,Это благословение действует на любые плантации или фермы.,Dieser Segen gilt auf jeden Obstgarten oder Bauernhof.,Cette bénédiction s'applique à n'importe quel verger ou ferme.,该祝福作用于任意蔬果园或农场。,この祝福はあらゆる畑や農場に効果があります。,Esta bênção funciona em qualquer pomar ou fazenda.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MINERVA_BUILDINGS,God effect will act on the refered buildings,This blessing works on material production buildings.,Esta bendición actúa sobre edificios de producción de materiales.,NOT_TRANSLATED,"Это благословение действует на здания, производящие материалы.",Dieser Segen wirkt auf Gebäude der Materialherstellung.,Cette bénédiction s'applique aux bâtiments de production de matériaux.,该祝福作用于材料生产建筑。,この祝福は素材生産の建物に効果があります。,Esta bênção funciona em edifícios de produção de materiais.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
JUPITER_BUILDINGS,God effect will act on the refered buildings,This blessing works on plebeian or patricians' housing.,Esta bendición actúa sobre viviendas de plebeyos o patricios.,NOT_TRANSLATED,Это благословение действует на жилища плебеев или патрициев.,Dieser Segen wirkt auf Unterkünfte von Plebejern und Patriziern.,Cette bénédiction s'applique aux logements des plébéiens et des patriciens.,该祝福作用于平民或贵族的住宅。,この祝福は平民や貴族の住宅に効果があります。,Esta bênção funciona nas casas dos plebeus ou patrícios.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
APOLO_BUILDINGS,God effect will act on the refered buildings,This blessing works on plebeian or patricians' housing.,Esta bendición actúa sobre viviendas de plebeyos o patricios.,NOT_TRANSLATED,Это благословение действует на жилища плебеев или патрициев.,Dieser Segen wirkt auf Unterkünfte von Plebejern und Patriziern.,Cette bénédiction s'applique aux logements des plébéiens et des patriciens.,该祝福作用于平民或贵族的住宅。,この祝福は平民や貴族の住宅に効果があります。,Esta bênção funciona nas casas dos plebeus ou patrícios.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
GOD_STATE_CHANGE,Changes on goods state,This action will cause the following effects:,Esta acción provocará los siguientes efectos:,NOT_TRANSLATED,Это действие окажет следующее влияние:,Diese Aktion hat die folgenden Auswirkungen:,Cette action aura les effets suivants :,此操作将带来以下影响：,この操作は以下のような影響をもたらします：,Esta ação causará os seguintes efeitos:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
GOD_STATE_CHANGE_TITLE,Changes on goods state,Effects on the gods,Efecto en los dioses,NOT_TRANSLATED,Влияние на богов,Auswirkung auf die Götter,Effets sur les dieux,对众神的影响,神々への影響,Efeitos nos deuses,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ANOTHER_GOD,You cannot invoke two gods at the same time,"There is another god interacting with your people and I don't want anyone to outshine me, so come back later.","Hay otro dios interactuando con tu gente y no quiero que nadie robe mi atención, así que vuelve más tarde.",NOT_TRANSLATED,"В твоём городе уже находится другой бог, а я не терплю соперничества, так что возвращайся позже.","Es gibt einen anderen Gott, der mit deinem Volk interagiert, und ich will nicht, dass mich jemand in den Schatten stellt, also komm später wieder.","Il y a un autre dieu qui interagit avec votre peuple et je ne veux pas que quelqu'un m'éclipse, alors revenez plus tard.",有其他神祇在与你的人民往来。我不愿被其光辉遮蔽。你改日再来吧。,別の神があなたの民と交流しており、私は誰にも凌駕されたくはない。だから、また後で来てくれ。,"Há outro deus interagindo com seu povo e eu não quero que ninguém me ofusque, então volte mais tarde.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SAME_GOD,You cannot invoke the same god,"I'm already in your city.",Ya estoy en tu ciudad.,NOT_TRANSLATED,Я уже в твоём городе.,Ich bin bereits in deiner Stadt.,Je suis déjà dans votre ville.,我已经来到你的城市了。,私はもうあなたの都市にいる。,Eu já estou em sua cidade.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
GIVE_TO,Give a relic to a specific god,Deliver to:,Entregar a:,NOT_TRANSLATED,Поднести реликвию? Получатель:,Lieferung an:,Livrer à :,供奉给：,届け先:,Entregar para:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
DOWNLOAD_CONTENT,Get user generated content,Community generated content,Contenido generado por la comunidad,NOT_TRANSLATED,Контент сообщества,Von der Community erstellte Inhalte,Contenu généré par la communauté,社区资源,コミュニティ作成によるコンテンツ,Conteúdo gerado pela comunidade,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
FESTIVAL_IN_COURSE,Festival going on,Festival in course,Festival en curso,NOT_TRANSLATED,Проходит празднество,Fest im Gange,Festival en cours,进行中的节日,フェスティバル開催中,Festival em andamento,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ZOOM_TO_CHANGE_LAYER,Setting option to enable changing between game layers (city - world map - gods) using just the zoom,Change game layer when zooming in/out,Cambiar de capa de juego usando el zoom,NOT_TRANSLATED,Смена слоя игры при приближении/отдалении,Ändere die Spielebene beim Heranzoomen/Herauszoomen,Changement de la couche de jeu lors d'un zoom avant/arrière,缩放地图时改变视图。,ズームイン/ズームアウトしてゲームレイヤーを変更する,Alterar camada do jogo ao dar zoom in/out,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
REBUILD,Button located in the building info panel. Used to instantly rebuild a collapsed building,Rebuild,Reconstruir,NOT_TRANSLATED,Восстановить,Wiederaufbauen,Reconstruction,重建,再建築,Reconstruir,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
PRESS_KEY_TO_ROTATE,This tooltip will appear on screen in building mode,Press {0} key to rotate the building,Pulsa la tecla {0} para rotar el edificio,NOT_TRANSLATED,{0} — повернуть здание,"Drücke die Taste {0}, um das Gebäude zu drehen",Appuyez sur la touche {0} pour faire pivoter le bâtiment,按{0}调整建筑方位,{0} キーを押して建物を回転させる,Pressione a tecla {0} para girar o edifício,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WILL_COST,{0} will be replaced by resources. This will appear next to the Rebuild button,Will cost {0},Costará {0},NOT_TRANSLATED,Это будет стоить {0},Wird {0} kosten,Coûte {0},消耗{0},費用: {0},Custará {0},NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WILL_COST_CANT,{0} will be replaced by resources. This will appear next to the Rebuild button,Not enough resources {0},No hay recursos suficientes {0},NOT_TRANSLATED,Недостаточно ресурсов {0},Nicht genügend Ressourcen {0},Pas assez de ressources {0},{0}资源不足,リソース不足です {0},Recursos insuficientes {0},NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CANT_REBUILD_NOW,This will appear next to the Rebuild button,The building can't be rebuilt at this moment,El edificio no se puede reconstruir en este momento,NOT_TRANSLATED,Сейчас это здание нельзя восстановить,Das Gebäude kann derzeit nicht wieder aufgebaut werden,Ce bâtiment ne peut pas être reconstruit pour l’instant,当前无法重建该建筑,現時点では建物を再建築できません,O edifício não pode ser reconstruído neste momento,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ANTIALIASING,Gfx setting,Anti-aliasing,Anti-aliasing,NOT_TRANSLATED,Сглаживание,Anti-Aliasing,Anti-crénelage,抗锯齿,アンチエイリアス,Anti-aliasing,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
STAY_ON_MAP,Continue playing afeter completing the mission,Stay on this map,Permanecer en este mapa,NOT_TRANSLATED,Остаться на этой карте,Auf dieser Karte bleiben,Rester sur cette carte,留在此地图,この地図にとどまる,Permanecer neste mapa,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CONTENT_UPLOADER,Continue playing afeter completing the mission,Content uploader,Uploader de contenido,NOT_TRANSLATED,Загрузчик контента,Hochladen von Inhalten,Chargeur de contenu,上传创作内容,コンテンツ・アップローダー,Carregador de conteúdo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CONTENT_UPLOADER_DESC,Continue playing afeter completing the mission,Package up all the content you've generated and upload it to Steam Workshop for other users to download.,Empaqueta todo el contenido que has generado y subelo a Steam Workshop para que otros usuarios puedan descargarlo.,NOT_TRANSLATED,Запаковать созданный вами контент и передать его в мастерскую Steam для загрузки другими пользователями.,"Packe alle Inhalte, die du erstellt hast, zusammen und lade sie in den Steam Workshop hoch, damit andere Nutzer sie herunterladen können.",Regroupez le contenu que vous avez créé et publiez-le sur le Workshop Steam pour permettre à d'autres personnes de le télécharger.,打包您生成的所有内容并上传到Steam创意工坊，供其他用户下载。,生成したコンテンツをすべてパッケージ化し、Steamワークショップにアップロードして、他のユーザーがダウンロードできるようにします。,Empacote todo o conteúdo que você gerou e carregue no Steam Workshop para que outros usuários possam baixar.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_CURRENT_STOCK,Trading texts,Your current stock:,Tu cantidad actual:,NOT_TRANSLATED,Ваши запасы:,Dein aktueller Bestand:,Votre stock actuel :,您当前的库存：,現在の在庫:,Seu estoque atual:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_DAILY_BALANCE,Trading texts,Daily balance:,Balance diario:,NOT_TRANSLATED,Дневной баланс:,Tagesbilanz:,Solde quotidien :,每日结余：,1日の残高:,Saldo diário:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_PRICE,Trading texts,Unit cost:,Precio unidad:,NOT_TRANSLATED,Цена / ед.:,Kosten pro Einheit:,Coût de l'unité :,单价：,ユニットコスト:,Custo unitário:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_ALL_OK,Trading texts,Everything is in order,Todo en orden,NOT_TRANSLATED,Всё в порядке,Alles ist in Ordnung,Tout est en ordre,一切正常,すべて順調,Tudo está em ordem,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_ANY_ISSUE,Trading texts,Trading route with issues,Ruta comercial con problemas,NOT_TRANSLATED,Торговый путь с проблемами,Handelsroute mit Problemen,Route commerciale à problèmes,有问题的贸易路线,問題のある交易路,Rota comercial com problemas,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_NO_MONEY,Trading texts,You don't have enough money,No tienes dinero suficiente,NOT_TRANSLATED,У вас недостаточно денег,Du hast nicht genug Geld,Vous n’avez pas assez d’argent,您没有足够的资金,十分なお金がありません,Você não tem dinheiro suficiente,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_NO_RESOURCE,Trading texts,You don't have enough of the resource,No tienes suficiente cantidad del recurso,NOT_TRANSLATED,У вас недостаточно ресурсов,Du hast nicht genug von dieser Ressource,Vous n’avez pas assez de ressources,您没有足够的资源,十分なリソースがありません,Você não tem recurso suficiente,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_NO_SPACE,Trading texts,There is not enough space in the Forum,No hay espacio suficiente en el Foro,NOT_TRANSLATED,Хранилище форума заполнено,Es gibt nicht genug Platz im Forum,Il n'y a pas assez de place dans le forum,广场存储空间不足,フォーラムに十分なスペースがありません,Não há espaço suficiente no Fórum,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_FORUM_FULL,Trading texts,The Forum is full and import operations will not be carried out,El Foro está lleno y las operaciones de importación no se llevarán a cabo,NOT_TRANSLATED,"Форум переполнен, невозможно импортировать ресурсы",Das Forum ist voll und der Import wird nicht durchgeführt,Le forum est plein. Les opérations d'importation ne seront pas réalisées.,广场已满，将不会执行进口操作,フォーラムは一杯で、 輸入作業は実施されません。,O Fórum está cheio e as operações de importação não serão realizadas,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_ROUTES_PROBLEM,Trading texts,There are problems with some trade routes and trading revenue may differ.,Hay problemas con algunas rutas comerciales y los ingresos del comercio pueden diferir.,NOT_TRANSLATED,"У некоторых торговых путей проблемы, доход от торговли может отличаться.",Bei einigen Handelsrouten gibt es Probleme und die Handelseinnahmen können abweichen.,Certaines routes commerciales présentent des problèmes. Il se peut que les recettes commerciales varient.,部分贸易路线存在问题，贸易收入可能会有所不同。,交易路の一部に問題があり、交易収入が異なる場合があります。,Há problemas com algumas rotas comerciais e a receita de comércio pode ser diferente.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_ROUTES_OK,Trading texts,All trade routes are working,Todas las rutas comerciales están funcionando,NOT_TRANSLATED,Все торговые пути в порядке,Alle Handelsrouten funktionieren,Toutes les routes commerciales sont opérationnelles,所有贸易路线正常运转中,すべての交易路が機能しています,Todas as rotas comerciais estão funcionando,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_ROUTES_NONE,Trading texts,There are no trade routes,No hay rutas comerciales,NOT_TRANSLATED,Нет торговых путей,Es gibt keine Handelsrouten,Il n'y a aucune route commerciale,当前没有贸易路线,交易路がありません,Não há rotas comerciais,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRADING_ROUTES_NONE_ROUTE,Trading texts,Don't trade,No comerciar,NOT_TRANSLATED,Не торговать,Nicht handeln,Ne pas commercer,不进行贸易,交易をしない,Não negociar,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MANAGE_TRADING_TITLE,Trading texts,Trading routes,Rutas comerciales,NOT_TRANSLATED,Торговые пути,Handelsrouten,Routes commerciales,贸易路线,交易路,Rotas comerciais,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MANAGE_TRADING,Trading texts,Manage trading,Gestionar comercio,NOT_TRANSLATED,Управление торговлей,Handel verwalten,Gérer le commerce,管理贸易,交易の管理,Gerenciar comércio,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
EVENT_IN_COURSE,Trading texts,Event in course,Evento en curso,NOT_TRANSLATED,Проходит событие,Event im Gange,Événement en cours,事件进行中,イベント開催中,Evento em andamento,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CITY_UNDER_ATTACK,Info about enemy incursions,Your city is under attack,Tu ciudad está siendo atacada,NOT_TRANSLATED,Ваш город атакован,Deine Stadt wird angegriffen,Votre ville est attaquée,您的城市正受到攻击,あなたの都市が攻撃を受けています,Sua cidade está sob ataque,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
REMOVE_RESOURCE,Remove resource to have space,Discard some resources,Desechar algunos recursos,NOT_TRANSLATED,Избавиться от части ресурсов,Einige Ressourcen vernichten,Abandonner des ressources :,丢弃一些资源,リソースの一部を廃棄する,Descartar alguns recursos,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
REMOVE_RESOURCE_DISCARD,Remove resource to have space,Discard,Desechar,NOT_TRANSLATED,Выбросить,Vernichten,Abandonner,丢弃,廃棄する,Descartar,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
REMOVE_RESOURCE_DISCARD_CANT,Remove resource to have space,First you must choose the amount of resource that you want to discard,Primero debes elegir la cantidad de recurso que quieres descartar.,NOT_TRANSLATED,"Сперва выберите, сколько ресурсов хотите выбросить",Zuerst musst du die Menge der Ressource zum Ablegen auswählen,Vous devez d'abord choisir la quantité de ressources que vous souhaitez abandonner.,您需要选择要丢弃的资源数量,最初に、破棄したいリソースの量を選択する必要があります。,"Primeiro, você deve escolher a quantidade de recurso que deseja descartar",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_TITLE,Enemy assault report,Enemy raid report,Informe de incursión enemiga,NOT_TRANSLATED,Отчёт о вражеском набеге,Bericht zum gegnerischen Angriff,Rapport du raid ennemi,敌军突袭报告,敵の襲撃報告,Relatório de invasão inimiga,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_RESULT,Enemy assault report,Raid result:,Resultado de la incursion:,NOT_TRANSLATED,Результаты набега:,Angriffsergebnis:,Résultats du raid :,战果：,襲撃の結果：,Resultado da invasão:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_RESULT_GOOD,Enemy assault report,The defense has been effective and the enemy attack has been successfully repelled.,La defensa ha sido efectiva y el ataque enemigo ha sido repelido con éxito.,NOT_TRANSLATED,"Оборона проведена успешно, вражеская атака отражена.",Die Verteidigung war effektiv und der gegnerische Angriff wurde erfolgreich abgewehrt.,La défense a été efficace et l'attaque ennemie a été repoussée avec succès.,防御奏效，成功击退敌军。,防衛は効果的で、敵の攻撃は見事に撃退されました。,A defesa foi eficaz e o ataque inimigo foi derrotado com sucesso.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_RESULT_BAD,Enemy assault report,Our defenses have failed and the enemy has escaped.,Nuestras defensas han fallado y el enemigo ha escapado.,NOT_TRANSLATED,"Наша оборона была пробита, а врагу удалось скрыться.",Unsere Verteidigung ist gescheitert und der Gegner ist entkommen.,Nos défenses ont cédé et l'ennemi s'est échappé.,防御失效，敌军逃脱了。,我々の防衛は失敗し、敵は逃げ出しました。,Nossas defesas falharam e o inimigo escapou.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_GUARDS_KILLED,Enemy assault report,Guards killed:,Guardias muertos:,NOT_TRANSLATED,Убитые стражники:,Getötete Wachen:,Gardes tués :,被击杀的守卫：,死亡した衛兵：,Guardas mortos:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_ENEMIES_KILLED,Enemy assault report,Enemies killed:,Enemigos muertos:,NOT_TRANSLATED,Убитые враги:,Getötete Gegner:,Ennemis tués :,击杀敌人：,死亡した敵：,Inimigos mortos:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ASSAULT_BUILDINGS_BURNED,Enemy assault report,Burned buildings:,Edificios quemados:,NOT_TRANSLATED,Сгоревшие здания:,Verbrannte Gebäude:,Bâtiments brûlés :,被烧毁的建筑：,焼失した建物：,Edifícios queimados:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ATTACK_RISK,,Enemy raid risk,Riesgo de incursión enemiga,NOT_TRANSLATED,Риск вражеского набега,Risiko eines gegnerischen Angriffs,Risque de raid ennemi,敌军突袭风险,敵の襲撃リスク,Risco de invasão inimiga,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ARMIES,,{0} Enemy armies,{0} Ejercitos enemigos,NOT_TRANSLATED,Вражеские армии: {0},{0} Gegnerische Truppen,{0} armées ennemies,{0}支敌军部队,{0} 敵軍,{0} Exércitos inimigos,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUDGET_BATTLEMODE,,Budget:,Presupuesto:,NOT_TRANSLATED,Лимит:,Budget:,Budget :,预算：,予算：,Orçamento:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BATTLEMODE_TITLE,,Battle mode,Modo batalla,NOT_TRANSLATED,Режим битвы,Kampfmodus,Mode Combat,战斗模式,戦闘モード,Modo de batalha,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BATTLEMODE_WILL_COST,,This formation will cost {0},Esta formación costará {0},NOT_TRANSLATED,Это построение будет стоить {0},Diese Formation kostet {0},Cette formation coûtera {0},该阵型将花费{0},この陣形の費用は {0},Esta formação custará {0},NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_REGION_MAP,Sandbox options,Region map:,Mapa de la región:,NOT_TRANSLATED,Карта региона:,Karte der Region:,Carte de région :,区域地图：,地域地図：,Mapa da região:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_REGION_MAP_SMALL,Sandbox options,Small,Pequeño,NOT_TRANSLATED,Маленькая,Klein,Petite,小,小,Pequeno,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_REGION_MAP_MEDIUM,Sandbox options,Medium,Mediano,NOT_TRANSLATED,Средняя,Mittel,Moyenne,中,中,Médio,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_REGION_MAP_BIG,Sandbox options,Big,Grande,NOT_TRANSLATED,Большая,Groß,Grande,大,大,Grande,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_ENEMY_PRESENCE,Sandbox options,Enemy presence:,Presencia enemiga:,NOT_TRANSLATED,Присутствие врага:,Anwesenheit der Gegner:,Présence ennemie :,敌军存在：,敵の存在：,Presença inimiga:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_ECONOMY_DIFFICULTY,Sandbox options,Building costs:,Costes de construcción:,NOT_TRANSLATED,Цены зданий:,Baukosten:,Coûts de construction :,建筑成本：,建物の費用：,Custos de construção:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_CONSUMPTION,Sandbox options,Housing needs:,Necesidades de las viviendas:,NOT_TRANSLATED,Нужды жилищ:,Wohnbedarf:,Besoins en logement :,住房需求：,住宅のニーズ：,Necessidades habitacionais:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_FIRES,Sandbox options,Fires:,Fuegos:,NOT_TRANSLATED,Пожары:,Brände:,Feux :,火灾：,火災：,Incêndios:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_CRIME,Sandbox options,Crime:,Crimen:,NOT_TRANSLATED,Преступность:,Verbrechen:,Crime :,犯罪：,犯罪：,Criminalidade:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_DISEASES,Sandbox options,Diseases:,Enfermedades:,NOT_TRANSLATED,Болезни:,Krankheiten:,Maladies :,疾病：,病気：,Doenças:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_ENEMY_INCURSIONS,Sandbox options,Enemy raids:,Incursiones enemigas:,NOT_TRANSLATED,Вражеские набеги:,Gegnerische Angriffe:,Raids ennemis :,敌军入侵：,敵の襲撃：,Invasões inimigas:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_BATTLES,Sandbox options,Battles:,Batallas:,NOT_TRANSLATED,Битвы:,Kämpfe:,Batailles :,战斗：,戦闘：,Batalhas:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
SANDBOX_RESOURCE_GODS,Sandbox options,Gods blessings and punishments:,Bendiciones y castigos de los dioses:,NOT_TRANSLATED,Дары и гнев богов:,Gottes Segen und Strafen:,Bénédictions et punitions divines :,神祇的祝福与惩罚：,神々の祝福と罰：,Bênçãos e punições dos deuses:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CAMPAIGN_CHALLENGES,Campaign title,Challenges,Desafíos,NOT_TRANSLATED,Испытания,Herausforderungen,Défis,挑战,チャレンジ,Desafios,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
DIFFICULTY,Sandbox options,Difficulty:,Dificultad:,NOT_TRANSLATED,Сложность:,Schwierigkeitsgrad:,Difficulté :,难度：,難易度:,Dificuldade:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
INITIAL_RESOURCES,Sandbox options,Initial resources:,Recursos iniciales:,NOT_TRANSLATED,Начальные ресурсы:,Erste Ressourcen:,Ressources initiales :,初始资源：,最初のリソース:,Recursos iniciais:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_HOW_TO,Sandbox options,Learn to create content,Aprender a crear mods,NOT_TRANSLATED,Научиться создавать контент,"Lerne, Inhalte zu erstellen",Apprendre à créer du contenu,沙盒创建入门,コンテンツ作成を学ぶ,Aprenda a criar conteúdo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
